"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
35,"entrepreneur","married","high.school","no","cellular","nov","mon",2,"yes"
43,"admin.","divorced","high.school","no","cellular","nov","mon",3,"no"
31,"technician","single","university.degree","yes","cellular","nov","mon",2,"no"
58,"self-employed","married","university.degree","no","cellular","nov","mon",2,"no"
37,"services","single","basic.9y","no","cellular","nov","mon",2,"no"
51,"admin.","married","high.school","no","cellular","nov","mon",2,"no"
40,"admin.","single","high.school","unknown","cellular","nov","mon",2,"no"
31,"services","single","high.school","no","cellular","nov","mon",3,"no"
42,"admin.","divorced","high.school","unknown","cellular","nov","mon",2,"no"
34,"entrepreneur","single","university.degree","no","cellular","nov","mon",2,"no"
35,"blue-collar","married","basic.9y","no","cellular","nov","mon",2,"yes"
49,"management","married","high.school","no","cellular","nov","mon",2,"yes"
41,"technician","married","basic.6y","no","telephone","nov","mon",2,"yes"
48,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
46,"entrepreneur","married","university.degree","yes","cellular","nov","mon",2,"yes"
44,"entrepreneur","married","professional.course","no","telephone","nov","mon",3,"yes"
50,"technician","married","basic.9y","no","telephone","nov","mon",2,"no"
50,"admin.","divorced","university.degree","no","telephone","nov","mon",2,"no"
40,"blue-collar","married","basic.4y","no","cellular","nov","mon",2,"yes"
34,"unemployed","married","high.school","no","cellular","nov","mon",2,"yes"
31,"admin.","married","high.school","no","telephone","nov","mon",2,"yes"
32,"blue-collar","married","basic.9y","no","cellular","nov","mon",2,"yes"
34,"services","single","high.school","no","telephone","nov","mon",2,"no"
33,"technician","single","university.degree","no","cellular","nov","mon",2,"no"
32,"blue-collar","single","university.degree","no","cellular","nov","mon",2,"no"
39,"services","married","professional.course","yes","cellular","nov","mon",2,"yes"
38,"admin.","married","basic.6y","yes","telephone","nov","mon",2,"yes"
40,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",2,"no"
36,"technician","single","professional.course","no","cellular","nov","mon",2,"no"
31,"housemaid","married","high.school","no","cellular","nov","mon",2,"yes"
46,"entrepreneur","married","basic.4y","no","cellular","nov","mon",2,"yes"
36,"services","married","high.school","no","cellular","nov","mon",2,"yes"
33,"blue-collar","married","basic.9y","no","telephone","nov","mon",3,"yes"
53,"blue-collar","married","professional.course","no","cellular","nov","mon",3,"no"
43,"services","married","high.school","yes","cellular","nov","mon",2,"yes"
46,"blue-collar","married","basic.9y","no","cellular","nov","mon",2,"yes"
37,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
38,"management","married","university.degree","no","cellular","nov","mon",2,"yes"
57,"blue-collar","divorced","basic.9y","no","cellular","nov","mon",2,"no"
42,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
51,"blue-collar","married","basic.4y","yes","cellular","nov","mon",2,"no"
53,"blue-collar","married","basic.4y","no","cellular","nov","mon",4,"no"
43,"management","divorced","high.school","no","cellular","nov","mon",2,"no"
43,"management","married","university.degree","no","telephone","nov","mon",2,"yes"
35,"management","married","professional.course","no","cellular","nov","mon",3,"yes"
35,"management","married","university.degree","no","cellular","nov","mon",2,"yes"
40,"entrepreneur","married","basic.9y","no","cellular","nov","mon",2,"yes"
37,"management","married","university.degree","yes","cellular","nov","mon",2,"yes"
43,"admin.","single","university.degree","no","cellular","nov","mon",2,"no"
36,"admin.","married","university.degree","no","telephone","nov","mon",2,"yes"
49,"admin.","married","university.degree","yes","telephone","nov","mon",2,"yes"
42,"technician","married","professional.course","yes","cellular","nov","mon",2,"yes"
57,"retired","married","university.degree","yes","cellular","nov","mon",2,"yes"
38,"admin.","single","basic.9y","yes","cellular","nov","mon",2,"no"
55,"technician","single","professional.course","no","cellular","nov","mon",2,"no"
41,"admin.","divorced","university.degree","no","telephone","nov","mon",2,"no"
55,"technician","single","professional.course","no","cellular","nov","mon",2,"no"
51,"technician","married","high.school","no","cellular","nov","mon",2,"no"
41,"blue-collar","married","basic.9y","no","telephone","nov","mon",4,"yes"
49,"management","married","university.degree","yes","cellular","nov","mon",3,"yes"
48,"technician","married","professional.course","no","cellular","nov","mon",2,"yes"
34,"management","divorced","university.degree","no","cellular","nov","mon",2,"no"
50,"blue-collar","married","basic.9y","yes","cellular","nov","mon",3,"no"
46,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
52,"management","married","university.degree","no","telephone","nov","mon",4,"no"
43,"management","married","high.school","yes","cellular","nov","mon",3,"yes"
35,"blue-collar","married","high.school","yes","cellular","nov","mon",2,"yes"
39,"housemaid","married","basic.9y","yes","cellular","nov","mon",2,"yes"
35,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
43,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
46,"entrepreneur","married","basic.4y","no","cellular","nov","mon",2,"yes"
52,"entrepreneur","single","university.degree","no","cellular","nov","mon",2,"no"
53,"blue-collar","married","professional.course","yes","cellular","nov","mon",3,"no"
33,"student","single","unknown","no","cellular","nov","mon",2,"no"
52,"retired","married","university.degree","yes","telephone","nov","mon",3,"no"
53,"management","married","university.degree","no","cellular","nov","mon",2,"no"
39,"blue-collar","married","basic.9y","no","cellular","nov","mon",4,"yes"
41,"self-employed","married","basic.9y","no","cellular","nov","mon",2,"yes"
31,"self-employed","single","university.degree","no","cellular","nov","mon",2,"no"
31,"services","divorced","high.school","no","telephone","nov","mon",2,"no"
36,"services","married","high.school","no","cellular","nov","mon",2,"yes"
37,"management","married","high.school","no","telephone","nov","mon",2,"yes"
52,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"no"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"no"
35,"admin.","married","high.school","no","cellular","nov","mon",2,"yes"
33,"management","married","university.degree","no","cellular","nov","mon",2,"yes"
36,"entrepreneur","married","high.school","yes","cellular","nov","mon",3,"yes"
45,"blue-collar","single","basic.9y","yes","cellular","nov","mon",2,"no"
41,"technician","married","university.degree","no","cellular","nov","mon",2,"yes"
41,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
35,"blue-collar","married","high.school","no","cellular","nov","mon",2,"yes"
52,"admin.","married","basic.4y","yes","cellular","nov","mon",3,"no"
37,"blue-collar","married","basic.6y","no","telephone","nov","mon",3,"yes"
46,"services","married","high.school","no","cellular","nov","mon",3,"yes"
39,"services","married","high.school","yes","cellular","nov","mon",3,"yes"
40,"blue-collar","married","basic.9y","no","telephone","nov","mon",2,"yes"
30,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
52,"management","married","university.degree","no","telephone","nov","mon",3,"no"
44,"admin.","married","professional.course","no","cellular","nov","mon",1,"yes"
53,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
53,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
53,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
44,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
44,"admin.","married","professional.course","no","cellular","nov","mon",1,"yes"
53,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
53,"entrepreneur","divorced","university.degree","no","telephone","nov","mon",1,"no"
45,"blue-collar","divorced","basic.9y","no","cellular","nov","mon",4,"no"
35,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
35,"admin.","married","unknown","no","cellular","nov","mon",2,"yes"
44,"admin.","married","professional.course","no","telephone","nov","mon",1,"yes"
57,"technician","divorced","professional.course","no","cellular","nov","mon",4,"no"
43,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
33,"unemployed","married","basic.9y","no","cellular","nov","mon",1,"yes"
52,"services","divorced","high.school","yes","cellular","nov","mon",2,"yes"
45,"admin.","married","basic.9y","no","cellular","nov","mon",3,"yes"
30,"services","married","basic.9y","no","cellular","nov","mon",1,"yes"
37,"entrepreneur","married","basic.9y","no","telephone","nov","mon",1,"yes"
48,"services","married","basic.9y","no","cellular","nov","mon",1,"yes"
30,"services","married","basic.9y","no","cellular","nov","mon",1,"yes"
41,"management","married","basic.6y","no","cellular","nov","mon",4,"yes"
42,"self-employed","married","university.degree","no","cellular","nov","mon",4,"yes"
51,"self-employed","married","basic.4y","no","cellular","nov","mon",1,"no"
52,"management","married","university.degree","yes","cellular","nov","mon",3,"no"
42,"blue-collar","divorced","basic.9y","yes","cellular","nov","mon",3,"no"
45,"self-employed","married","university.degree","no","cellular","nov","mon",1,"yes"
32,"entrepreneur","married","university.degree","yes","telephone","nov","mon",1,"yes"
37,"entrepreneur","married","university.degree","no","telephone","nov","mon",1,"yes"
40,"blue-collar","married","basic.6y","no","cellular","nov","mon",3,"yes"
37,"entrepreneur","married","university.degree","no","telephone","nov","mon",1,"yes"
41,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
33,"entrepreneur","married","basic.9y","yes","telephone","nov","mon",1,"yes"
37,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"yes"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"no"
51,"retired","divorced","basic.4y","yes","cellular","nov","mon",1,"no"
31,"management","single","university.degree","no","cellular","nov","mon",1,"no"
58,"retired","married","professional.course","no","cellular","nov","mon",1,"no"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"no"
43,"unemployed","married","basic.9y","yes","cellular","nov","mon",3,"yes"
33,"technician","single","university.degree","no","telephone","nov","mon",5,"no"
37,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"yes"
42,"unemployed","married","high.school","no","cellular","nov","tue",2,"yes"
50,"technician","married","professional.course","yes","cellular","nov","tue",1,"no"
43,"admin.","married","high.school","no","cellular","nov","tue",1,"yes"
50,"technician","married","professional.course","unknown","cellular","nov","tue",1,"no"
36,"admin.","single","university.degree","no","cellular","nov","tue",1,"no"
55,"admin.","married","professional.course","yes","telephone","nov","tue",2,"yes"
56,"technician","married","professional.course","unknown","cellular","nov","tue",1,"no"
34,"admin.","married","high.school","no","cellular","nov","tue",1,"yes"
31,"management","married","university.degree","yes","cellular","nov","tue",1,"yes"
51,"admin.","married","university.degree","no","cellular","nov","tue",1,"no"
44,"technician","married","professional.course","no","telephone","nov","tue",1,"yes"
34,"admin.","divorced","university.degree","no","cellular","nov","tue",1,"no"
35,"technician","divorced","professional.course","no","cellular","nov","tue",1,"no"
34,"admin.","divorced","university.degree","no","cellular","nov","tue",1,"no"
41,"services","single","professional.course","no","cellular","nov","tue",2,"no"
37,"self-employed","divorced","basic.9y","no","cellular","nov","tue",1,"no"
43,"management","married","professional.course","no","cellular","nov","tue",1,"yes"
43,"management","married","professional.course","no","cellular","nov","tue",1,"yes"
50,"technician","divorced","professional.course","no","cellular","nov","tue",1,"no"
